author,entity_type,raw_location,source,status,fetched_at
dandelin,unknown,,unmatched,skipped,
dangvantuan,unknown,,unmatched,skipped,
danielheinz,unknown,,unmatched,skipped,
danish-foundation-models,unknown,,unmatched,skipped,
danlou,unknown,,unmatched,skipped,
danurahul,unknown,,unmatched,skipped,
dariolopez,unknown,,unmatched,skipped,
darkc0de,unknown,,unmatched,skipped,
darkstorm2150,unknown,,unmatched,skipped,
daryl149,unknown,,unmatched,skipped,
dascim,unknown,,unmatched,skipped,
dat-lequoc,user,Paris - France,cached_github,ok,
data-is-better-together,unknown,,unmatched,skipped,
dataautogpt3,unknown,,unmatched,skipped,
databricks,organization,"San Francisco, CA, USA",manual,manual,
datajuicer,unknown,,unmatched,skipped,
datalab-to,unknown,,unmatched,skipped,
datasocietyco,unknown,,unmatched,skipped,
datatune,unknown,,unmatched,skipped,
davanstrien,user,United Kingdom,cached_github,ok,
davebulaval,unknown,,unmatched,skipped,
davidberenstein1957,user,Madrid,cached_github,ok,
davidkim205,unknown,,unmatched,skipped,
davila7,user,"Grand Rapids, Michigan and New York",cached_github,ok,
davisbro,unknown,,unmatched,skipped,
dbmdz,unknown,,unmatched,skipped,
dccuchile,unknown,,unmatched,skipped,
declare-lab,organization,Singapore,cached_github,ok,
deep-learning-analytics,unknown,,unmatched,skipped,
deepcogito,unknown,,unmatched,skipped,
deepdml,unknown,,unmatched,skipped,
deepghs,unknown,,unmatched,skipped,
deepmind,organization,"London, UK",manual,manual,
deepseek-ai,organization,"Hangzhou, China",manual,manual,
deepseek-community,unknown,,unmatched,skipped,
deepset,organization,"Berlin, Germany",manual,manual,
deepvk,unknown,,unmatched,skipped,
deepwisdom,unknown,,unmatched,skipped,
defog,unknown,,unmatched,skipped,
defunct-datasets,unknown,,unmatched,skipped,
dell-research-harvard,unknown,,unmatched,skipped,
delphi-suite,unknown,,unmatched,skipped,
dengcao,unknown,,unmatched,skipped,
depth-anything,unknown,,unmatched,skipped,
derek-thomas,unknown,,unmatched,skipped,
descript,unknown,,unmatched,skipped,
desklib,unknown,,unmatched,skipped,
despoinakk,unknown,,unmatched,skipped,
dessertlab,unknown,,unmatched,skipped,
destitech,unknown,,unmatched,skipped,
detection-datasets,unknown,,unmatched,skipped,
deutsche-telekom,unknown,,unmatched,skipped,
developerpro,unknown,,unmatched,skipped,
dfurman,unknown,,unmatched,skipped,
diarizers-community,unknown,,unmatched,skipped,
dicta-il,unknown,,unmatched,skipped,
diffusers,unknown,,unmatched,skipped,
digiplay,unknown,,unmatched,skipped,
digit82,unknown,,unmatched,skipped,
digitous,unknown,,unmatched,skipped,
dikw,unknown,,unmatched,skipped,
dima806,unknown,,unmatched,skipped,
disco-eth,unknown,,unmatched,skipped,
disham993,unknown,,unmatched,skipped,
distil-whisper,unknown,,unmatched,skipped,
distilbert,unknown,,unmatched,skipped,
djovak,unknown,,unmatched,skipped,
dleemiller,unknown,,unmatched,skipped,
dlicari,unknown,,unmatched,skipped,
dllm-hub,unknown,,unmatched,skipped,
dlouapre,unknown,,unmatched,skipped,
dmis-lab,unknown,,unmatched,skipped,
dnhkng,user,"Munich, Germany",cached_github,ok,
dnotitia,unknown,,unmatched,skipped,
docling-project,unknown,,unmatched,skipped,
dolfsai,unknown,,unmatched,skipped,
doodod,unknown,,unmatched,skipped,
double7,unknown,,unmatched,skipped,
dousery,unknown,,unmatched,skipped,
dphn,unknown,,unmatched,skipped,
dragonkue,unknown,,unmatched,skipped,
dranger003,user,Canada,cached_github,ok,
drbaph,unknown,,unmatched,skipped,
dream-textures,unknown,,unmatched,skipped,
dreamgen,unknown,,unmatched,skipped,
dreamlike-art,unknown,,unmatched,skipped,
drhyrum,user,Mountain Time Zone,cached_github,ok,
driaforall,unknown,,unmatched,skipped,
dropbox-dash,unknown,,unmatched,skipped,
dsfsi,unknown,,unmatched,skipped,
dslim,unknown,,unmatched,skipped,
dtudk,unknown,,unmatched,skipped,
dulimov,unknown,,unmatched,skipped,
dumitrescustefan,unknown,,unmatched,skipped,
dunzhang,unknown,,unmatched,skipped,
duongve,unknown,,unmatched,skipped,
dwarkesh,unknown,,unmatched,skipped,
dx8152,unknown,,unmatched,skipped,
dylanebert,user,"Boston, MA",cached_github,ok,
eachadea,unknown,,unmatched,skipped,
eaddario,user,"London, UK",cached_github,ok,
eagle618,unknown,,unmatched,skipped,
eai6,unknown,,unmatched,skipped,
ealvaradob,unknown,,unmatched,skipped,
echarlaix,unknown,,unmatched,skipped,
echo840,unknown,,unmatched,skipped,
ed-donner,user,New York,cached_github,ok,
eddiegulay,unknown,,unmatched,skipped,
edinburgh-dawg,unknown,,unmatched,skipped,
edinburghcstr,unknown,,unmatched,skipped,
eduagarcia,unknown,,unmatched,skipped,
eduagarcia-temp,unknown,,unmatched,skipped,
efficient-speech,unknown,,unmatched,skipped,
ehcalabres,user,Spain,cached_github,ok,
ehristoforu,unknown,,unmatched,skipped,
ehsanaghaei,unknown,,unmatched,skipped,
eimiss,unknown,,unmatched,skipped,
ejschwartz,unknown,,unmatched,skipped,
ekwek,unknown,,unmatched,skipped,
elastic,unknown,,unmatched,skipped,
electricpipelines,unknown,,unmatched,skipped,
elevenlabs,unknown,,unmatched,skipped,
elinas,unknown,,unmatched,skipped,
elliotvincent,unknown,,unmatched,skipped,
elmresearchcenter,unknown,,unmatched,skipped,
eloukas,unknown,,unmatched,skipped,
elyn-dev,unknown,,unmatched,skipped,
elyza,organization,"Tokyo, Japan",manual,manual,
embaas,unknown,,unmatched,skipped,
embed2scale,unknown,,unmatched,skipped,
emilianJR,unknown,,unmatched,skipped,
emilyalsentzer,user,United States,cached_github,ok,
emrecan,unknown,,unmatched,skipped,
enacimie,unknown,,unmatched,skipped,
endomorphosis,unknown,,unmatched,skipped,
enguard,unknown,,unmatched,skipped,
enhanceaiteam,unknown,,unmatched,skipped,
enterprise-explorers,unknown,,unmatched,skipped,
enzostvs,unknown,,unmatched,skipped,
epam,organization,"41 University Drive, Newtown (PA), 18940 USA",cached_github,ok,
epfl-llm,organization,"Lausanne, Switzerland",manual,manual,
epfml,organization,"Lausanne, Switzerland",cached_github,ok,
epwalsh,user,Central Oregon,cached_github,ok,
erax-ai,unknown,,unmatched,skipped,
eriktks,unknown,,unmatched,skipped,
erwanf,unknown,,unmatched,skipped,
esdurmus,unknown,,unmatched,skipped,
espnet,unknown,,unmatched,skipped,
eswardivi,user,Somewhere,cached_github,ok,
ethz,unknown,,unmatched,skipped,
eugenesiow,unknown,,unmatched,skipped,
euirim,unknown,,unmatched,skipped,
evalplus,unknown,,unmatched,skipped,
evamxb,unknown,,unmatched,skipped,
exbert-project,unknown,,unmatched,skipped,
explosion-testing,unknown,,unmatched,skipped,
exx8,user,Israel,cached_github,ok,
ezelikman,user,United States,cached_github,ok,
fabiochiu,unknown,,unmatched,skipped,
facebook,organization,"San Francisco, CA, USA",manual,manual,
failspy,unknown,,unmatched,skipped,
faisalq,unknown,,unmatched,skipped,
fal,unknown,,unmatched,skipped,
falanaja,unknown,,unmatched,skipped,
fancyfeast,unknown,,unmatched,skipped,
fancyzhx,unknown,,unmatched,skipped,
fangloveskari,unknown,,unmatched,skipped,
fantos,unknown,,unmatched,skipped,
farhanhubble,unknown,,unmatched,skipped,
fatymatariq,unknown,,unmatched,skipped,
faur-ai,unknown,,unmatched,skipped,
fazahmz,unknown,,unmatched,skipped,
fblgit,unknown,,unmatched,skipped,
fdopper,unknown,,unmatched,skipped,
fdtn-ai,unknown,,unmatched,skipped,
featherless-ai,unknown,,unmatched,skipped,
felflare,unknown,,unmatched,skipped,
femboysLover,unknown,,unmatched,skipped,
fergusq,user,Finland,cached_github,ok,
fffiloni,unknown,,unmatched,skipped,
fhswf,unknown,,unmatched,skipped,
filapro,user,Luxembourg,cached_github,ok,
finegrain,unknown,,unmatched,skipped,
finiteautomata,unknown,,unmatched,skipped,
finosfoundation,unknown,,unmatched,skipped,
fiojanea,unknown,,unmatched,skipped,
firdhokk,unknown,,unmatched,skipped,
fireballoon,unknown,,unmatched,skipped,
fireworks-ai,unknown,,unmatched,skipped,
firqaaa,unknown,,unmatched,skipped,
firstpixel,unknown,,unmatched,skipped,
fishaudio,unknown,,unmatched,skipped,
fixie-ai,organization,United States of America,cached_github,ok,
fka,unknown,,unmatched,skipped,
fla-hub,unknown,,unmatched,skipped,
flair,unknown,,unmatched,skipped,
flaubert,unknown,,unmatched,skipped,
flaviagiammarino,unknown,,unmatched,skipped,
flavour,user,"Oxford, UK",cached_github,ok,
flax,unknown,,unmatched,skipped,
flax-community,unknown,,unmatched,skipped,
flax-sentence-embeddings,unknown,,unmatched,skipped,
fleaven,unknown,,unmatched,skipped,
florence-community,unknown,,unmatched,skipped,
flowaicom,unknown,,unmatched,skipped,
flowers-team,unknown,,unmatched,skipped,
fluently,unknown,,unmatched,skipped,
fluxions,unknown,,unmatched,skipped,
flyingfishinwater,unknown,,unmatched,skipped,
flymy-ai,unknown,,unmatched,skipped,
flytech,unknown,,unmatched,skipped,
foduucom,unknown,,unmatched,skipped,
fofr,user,UK,cached_github,ok,
fondant-ai,unknown,,unmatched,skipped,
fotographerai,organization,Japan,cached_github,ok,
fr-gouv-coordination-ia,unknown,,unmatched,skipped,
frankjoshua,unknown,,unmatched,skipped,
freds0,unknown,,unmatched,skipped,
free-law,unknown,,unmatched,skipped,
freelawproject,unknown,,unmatched,skipped,
freewheelin,unknown,,unmatched,skipped,
froggeric,unknown,,unmatched,skipped,
frothywater,unknown,,unmatched,skipped,
fsicoli,unknown,,unmatched,skipped,
fuchenru,unknown,,unmatched,skipped,
fudan-generative-ai,unknown,,unmatched,skipped,
funasr,unknown,,unmatched,skipped,
funnel-transformer,unknown,,unmatched,skipped,
furusu,unknown,,unmatched,skipped,
fusing,unknown,,unmatched,skipped,
futurehouse,unknown,,unmatched,skipped,
fxmarty,user,France,cached_github,ok,
fywang,unknown,,unmatched,skipped,
gagan3012,unknown,,unmatched,skipped,
gaia-benchmark,unknown,,unmatched,skipped,
gaianet,unknown,,unmatched,skipped,
gajeshladhar,unknown,,unmatched,skipped,
galileo-ai,unknown,,unmatched,skipped,
gamino,unknown,,unmatched,skipped,
garage-bAInd,unknown,,unmatched,skipped,
garak-llm,unknown,,unmatched,skipped,
gaunernst,unknown,,unmatched,skipped,
gbharti,unknown,,unmatched,skipped,
gbueno86,unknown,,unmatched,skipped,
gchhablani,user,"Atlanta, Georgia",cached_github,ok,
gdhe17,unknown,,unmatched,skipped,
genbio-ai,unknown,,unmatched,skipped,
genmo,unknown,,unmatched,skipped,
geoffmunn,unknown,,unmatched,skipped,
geolocal,unknown,,unmatched,skipped,
georgesung,user,"Taipei, Taiwan",cached_github,ok,
getomni-ai,unknown,,unmatched,skipped,
gghfez,unknown,,unmatched,skipped,
ggml-org,organization,"Sofia, Bulgaria",manual,manual,
gguf-org,unknown,,unmatched,skipped,
ghost-x,unknown,,unmatched,skipped,
giacomoarienti,unknown,,unmatched,skipped,
gigant,unknown,,unmatched,skipped,
gilf,unknown,,unmatched,skipped,
gimbx,unknown,,unmatched,skipped,
ginigen,unknown,,unmatched,skipped,
ginipick,unknown,,unmatched,skipped,
girinlp-i2i,unknown,,unmatched,skipped,
gksriharsha,unknown,,unmatched,skipped,
glaiveai,unknown,,unmatched,skipped,
glif,unknown,,unmatched,skipped,
gmurro,unknown,,unmatched,skipped,
gobeldan,unknown,,unmatched,skipped,
gogamza,unknown,,unmatched,skipped,
gokaygokay,unknown,,unmatched,skipped,
gokuls,unknown,,unmatched,skipped,
goofyai,unknown,,unmatched,skipped,
google,organization,"San Francisco, CA, USA",manual,manual,
google-bert,organization,"San Francisco, CA, USA",manual,manual,
google-research-datasets,unknown,,unmatched,skipped,
google-t5,organization,"San Francisco, CA, USA",manual,manual,
gopika13,unknown,,unmatched,skipped,
gorilla-llm,organization,United States of America,cached_github,ok,
gpt-omni,unknown,,unmatched,skipped,
gpustack,unknown,,unmatched,skipped,
gradientai,unknown,,unmatched,skipped,
graelo,unknown,,unmatched,skipped,
grammarly,unknown,,unmatched,skipped,
gravitee-io,unknown,,unmatched,skipped,
gretelai,unknown,,unmatched,skipped,
grimjim,unknown,,unmatched,skipped,
gsaivinay,user,London,cached_github,ok,
gsarti,unknown,,unmatched,skipped,
gsdf,unknown,,unmatched,skipped,
gtfintechlab,unknown,,unmatched,skipped,
guillaumekln,user,"Paris, France",cached_github,ok,
guishe,unknown,,unmatched,skipped,
gunship999,unknown,,unmatched,skipped,
gvecchio,unknown,,unmatched,skipped,
gvs,unknown,,unmatched,skipped,
gwkrsrch2,unknown,,unmatched,skipped,
gxkok,unknown,,unmatched,skipped,
gyr66,unknown,,unmatched,skipped,
h1t,unknown,,unmatched,skipped,
h2oai,organization,"Mountain View, CA, USA",manual,manual,
h94,unknown,,unmatched,skipped,
hackaprompt,unknown,,unmatched,skipped,
hails,unknown,,unmatched,skipped,
haisongzhang,unknown,,unmatched,skipped,
haitengzhao,unknown,,unmatched,skipped,
hakanbogan,unknown,,unmatched,skipped,
hakurei,unknown,,unmatched,skipped,
hallucinations-leaderboard,unknown,,unmatched,skipped,
hammh0a,unknown,,unmatched,skipped,
hantian,unknown,,unmatched,skipped,
haodongli,unknown,,unmatched,skipped,
haoheliu,user,Seattle,cached_github,ok,
haor,unknown,,unmatched,skipped,
haoranxu,unknown,,unmatched,skipped,
happy8825,unknown,,unmatched,skipped,
harborframework,unknown,,unmatched,skipped,
harmonai,unknown,,unmatched,skipped,
harshit345,unknown,,unmatched,skipped,
hasanbasbunar,unknown,,unmatched,skipped,
hasnain43,unknown,,unmatched,skipped,
hassanblend,unknown,,unmatched,skipped,
hatemestinbejaia,unknown,,unmatched,skipped,
hatmimoha,unknown,,unmatched,skipped,
havenhq,unknown,,unmatched,skipped,
haywoodsloan,unknown,,unmatched,skipped,
hcaeryks,unknown,,unmatched,skipped,
hclivess,user,Ostrava,cached_github,ok,
heegyu,unknown,,unmatched,skipped,
helenqu,user,"Philadelphia, PA",cached_github,ok,
heliosbrahma,unknown,,unmatched,skipped,
helper2424,unknown,,unmatched,skipped,
hesamation,unknown,,unmatched,skipped,
hexgrad,unknown,,unmatched,skipped,
hf-audio,unknown,,unmatched,skipped,
hf-internal-testing,unknown,,unmatched,skipped,
hf-tiny-model-private,unknown,,unmatched,skipped,
hf-vision,unknown,,unmatched,skipped,
hf4h,unknown,,unmatched,skipped,
hfl,unknown,,unmatched,skipped,
hiaoxui,user,United States,cached_github,ok,
hiepp2,unknown,,unmatched,skipped,
hieunguyenminh,unknown,,unmatched,skipped,
hiiamsid,unknown,,unmatched,skipped,
hiieu,unknown,,unmatched,skipped,
himel7,unknown,,unmatched,skipped,
hirundo-io,unknown,,unmatched,skipped,
histai,unknown,,unmatched,skipped,
hivemind,unknown,,unmatched,skipped,
hiyouga,user,"Beijing, China",cached_github,ok,
hjhj3168,unknown,,unmatched,skipped,
hkunlp,organization,Hong Kong,cached_github,ok,
hkust-nlp,organization,Hong Kong,cached_github,ok,
hltcoe,unknown,,unmatched,skipped,
hmellor,unknown,,unmatched,skipped,
holistic-ai,unknown,,unmatched,skipped,
hollyyfc,unknown,,unmatched,skipped,
hoskinson-center,unknown,,unmatched,skipped,
hossamaladdin,unknown,,unmatched,skipped,
hotchpotch,user,Japan,cached_github,ok,
hotpotqa,unknown,,unmatched,skipped,
hotshotco,organization,United States of America,cached_github,ok,
howard-hou,unknown,,unmatched,skipped,
hpcai-tech,unknown,,unmatched,skipped,
huanngzh,user,"Beijing, China",cached_github,ok,
huawei-noah,unknown,,unmatched,skipped,
hubertsiuzdak,unknown,,unmatched,skipped,
hugfaceguy0001,unknown,,unmatched,skipped,
huggan,unknown,,unmatched,skipped,
hugging-quants,unknown,,unmatched,skipped,
huggingface,organization,"New York, NY, USA",manual,manual,
huggingface-projects,organization,"New York, NY, USA",manual,manual,
huggyllama,unknown,,unmatched,skipped,
hugohrban,unknown,,unmatched,skipped,
huihui-ai,unknown,,unmatched,skipped,
humain-ai,unknown,,unmatched,skipped,
human-centered-summarization,unknown,,unmatched,skipped,
humarin,unknown,,unmatched,skipped,
huspacy,unknown,,unmatched,skipped,
hustvl,organization,"Wuhan, China",cached_github,ok,
huyydangg,unknown,,unmatched,skipped,
hyp1231,unknown,,unmatched,skipped,
hypaai,unknown,,unmatched,skipped,
hyper-accel,unknown,,unmatched,skipped,
hysts,unknown,,unmatched,skipped,
hyunwoongko,user,"Seoul, Korea",cached_github,ok,
iSEE-Laboratory,organization,China,cached_github,ok,
iZELX1,unknown,,unmatched,skipped,
iamtarun,unknown,,unmatched,skipped,
ianpan,unknown,,unmatched,skipped,
iarfmoose,unknown,,unmatched,skipped,
ibivibiv,unknown,,unmatched,skipped,
ibm-ai-platform,unknown,,unmatched,skipped,
ibm-esa-geospatial,unknown,,unmatched,skipped,
ibm-granite,organization,"New York, NY, USA",manual,manual,
ibm-nasa-geospatial,unknown,,unmatched,skipped,
ibm-research,unknown,,unmatched,skipped,
ibnzterrell,unknown,,unmatched,skipped,
ibrahimhamamci,unknown,,unmatched,skipped,
ibrahimkettaneh,unknown,,unmatched,skipped,
ieasybooks-org,unknown,,unmatched,skipped,
ifrz,unknown,,unmatched,skipped,
ignacio-ave,unknown,,unmatched,skipped,
ihanif,unknown,,unmatched,skipped,
iiiorg,unknown,,unmatched,skipped,
iitolstykh,unknown,,unmatched,skipped,
ikala,unknown,,unmatched,skipped,
ikawrakow,user,Italy & Bulgaria,cached_github,ok,
ilkerzgi,unknown,,unmatched,skipped,
ilsp,unknown,,unmatched,skipped,
imageomics,unknown,,unmatched,skipped,
imfarzanansari,unknown,,unmatched,skipped,
immich-app,unknown,,unmatched,skipped,
impira,unknown,,unmatched,skipped,
imprt,unknown,,unmatched,skipped,
imranali291,unknown,,unmatched,skipped,
imvladikon,unknown,,unmatched,skipped,
inceptionai,unknown,,unmatched,skipped,
inclusionAI,unknown,,unmatched,skipped,
indobenchmark,unknown,,unmatched,skipped,
indolem,unknown,,unmatched,skipped,
indonesian-nlp,unknown,,unmatched,skipped,
inference-net,unknown,,unmatched,skipped,
infinitejoy,unknown,,unmatched,skipped,
inflatebot,unknown,,unmatched,skipped,
infly,unknown,,unmatched,skipped,
innoai,unknown,,unmatched,skipped,
instruction-pretrain,unknown,,unmatched,skipped,
instruction-tuning-sd,unknown,,unmatched,skipped,
instructlab,unknown,,unmatched,skipped,
internistai,unknown,,unmatched,skipped,
internlm,organization,"Shanghai, China",manual,manual,
interstellarninja,unknown,,unmatched,skipped,
intervitens,unknown,,unmatched,skipped,
intfloat,organization,"Beijing, China",manual,manual,
invalid-coder,unknown,,unmatched,skipped,
isaacus,unknown,,unmatched,skipped,
isaiahbjork,unknown,,unmatched,skipped,
iscoyizj,unknown,,unmatched,skipped,
ise-uiuc,unknown,,unmatched,skipped,
islomov,unknown,,unmatched,skipped,
istupakov,unknown,,unmatched,skipped,
ivanlau,unknown,,unmatched,skipped,
ivrit-ai,unknown,,unmatched,skipped,
izumi-lab,unknown,,unmatched,skipped,
j-hartmann,unknown,,unmatched,skipped,
jackaduma,user,"Nanjing, China",cached_github,ok,
jackhhao,unknown,,unmatched,skipped,
jackkuo,unknown,,unmatched,skipped,
jacktol,unknown,,unmatched,skipped,
jackyhate,unknown,,unmatched,skipped,
jadechoghari,user,San Francisco,cached_github,ok,
jainr3,unknown,,unmatched,skipped,
jakeBland,unknown,,unmatched,skipped,
jamal-ibrahim,unknown,,unmatched,skipped,
jameslahm,user,Beijing,cached_github,ok,
jan-hq,unknown,,unmatched,skipped,
jane-street,unknown,,unmatched,skipped,
janhq,unknown,,unmatched,skipped,
japanese-asr,unknown,,unmatched,skipped,
jaranohaal,unknown,,unmatched,skipped,
jarradh,unknown,,unmatched,skipped,
jarvisx17,unknown,,unmatched,skipped,
jason9693,user,South Korea,cached_github,ok,
jasperai,unknown,,unmatched,skipped,
jat-project,unknown,,unmatched,skipped,
jayn7,unknown,,unmatched,skipped,
jbarrow,unknown,,unmatched,skipped,
jbetker,unknown,,unmatched,skipped,
jbilcke-hf,user,"Paris, France",cached_github,ok,
jbochi,user,New York City,cached_github,ok,
jeffboudier,unknown,,unmatched,skipped,
jeffcookio,unknown,,unmatched,skipped,
jeffistyping,unknown,,unmatched,skipped,
jeonsworld,user,"Seoul, Republic of Korea",cached_github,ok,
jerryzh168,user,Menlo Park,cached_github,ok,
jesbu1,user,CA,cached_github,ok,
jet-ai,unknown,,unmatched,skipped,
jetjodh,unknown,,unmatched,skipped,
jetmoe,unknown,,unmatched,skipped,
jhgan,unknown,,unmatched,skipped,
jhu-clsp,unknown,,unmatched,skipped,
jilijeanlouis,unknown,,unmatched,skipped,
jimmycarter,unknown,,unmatched,skipped,
jimregan,user,Stockholm,cached_github,ok,
jinaai,unknown,,unmatched,skipped,
jingheya,unknown,,unmatched,skipped,
jingyaogong,user,China,cached_github,ok,
jinhybr,unknown,,unmatched,skipped,
jinmang2,user,Republic of Korea,cached_github,ok,
jinofcoolnes,unknown,,unmatched,skipped,
jitesh,unknown,,unmatched,skipped,
jjzha,unknown,,unmatched,skipped,
jmhessel,unknown,,unmatched,skipped,
jmshd,unknown,,unmatched,skipped,
joachimsallstrom,unknown,,unmatched,skipped,
jobs-git,unknown,,unmatched,skipped,
joeddav,user,"Lehi, UT",cached_github,ok,
joelniklaus,user,Bern,cached_github,ok,
johnslegers,unknown,,unmatched,skipped,
johnsnowlabs,unknown,,unmatched,skipped,
jojo0217,unknown,,unmatched,skipped,
jonatasgrosman,user,Brazil,cached_github,ok,
jonathandinu,user,"Pittsburgh, PA",cached_github,ok,
jondurbin,organization,"Boston, MA, USA",manual,manual,
jonfd,unknown,,unmatched,skipped,
jopan,unknown,,unmatched,skipped,
jordand,unknown,,unmatched,skipped,
josancamon,unknown,,unmatched,skipped,
joshnader,unknown,,unmatched,skipped,
joujiboi,unknown,,unmatched,skipped,
jovianzm,unknown,,unmatched,skipped,
jpacifico,unknown,,unmatched,skipped,
jpgallegoar,unknown,,unmatched,skipped,
jphme,user,"Dusseldorf, Germany",cached_github,ok,
jplu,unknown,,unmatched,skipped,
jrahn,unknown,,unmatched,skipped,
jsfs11,unknown,,unmatched,skipped,
jtatman,user,Arkansas,cached_github,ok,
jtlicardo,unknown,,unmatched,skipped,
juancopi81,user,"Bogotá, Colombia",cached_github,ok,
juierror,unknown,,unmatched,skipped,
jukofyork,user,UK,cached_github,ok,
juletxara,unknown,,unmatched,skipped,
julien-c,user,"Brooklyn, NY",cached_github,ok,
junelee,unknown,,unmatched,skipped,
junma,unknown,,unmatched,skipped,
junnyu,user,"Shanghai, China",cached_github,ok,
jupyter-agent,unknown,,unmatched,skipped,
jurabi,unknown,,unmatched,skipped,
justinpinkney,unknown,,unmatched,skipped,
jxm,unknown,,unmatched,skipped,
jxu124,unknown,,unmatched,skipped,
jykoh,unknown,,unmatched,skipped,
jzhang533,unknown,,unmatched,skipped,
jzju,unknown,,unmatched,skipped,
k-mktr,unknown,,unmatched,skipped,
k2-fsa,unknown,,unmatched,skipped,
kabita-choudhary,unknown,,unmatched,skipped,
kadirnar,user,Turkey,cached_github,ok,
kairunwen,unknown,,unmatched,skipped,
kaist-ai,unknown,,unmatched,skipped,
kaitchup,unknown,,unmatched,skipped,
kaiyuy,unknown,,unmatched,skipped,
kakao-enterprise,unknown,,unmatched,skipped,
kakaobank,unknown,,unmatched,skipped,
kakaobrain,organization,"Seoul, South Korea",manual,manual,
kakaocorp,unknown,,unmatched,skipped,
kalle07,unknown,,unmatched,skipped,
kalpeshk2011,unknown,,unmatched,skipped,
kamalkraj,user,"Kochi, india",cached_github,ok,
kamiyamai,unknown,,unmatched,skipped,
kandinsky-community,unknown,,unmatched,skipped,
karakuri-ai,unknown,,unmatched,skipped,
katanemo,organization,United States of America,cached_github,ok,
katielink,user,"Seattle, WA",cached_github,ok,
katuni4ka,unknown,,unmatched,skipped,
kdexd,unknown,,unmatched,skipped,
kdrkdrkdr,unknown,,unmatched,skipped,
keeeeenw,unknown,,unmatched,skipped,
keepitreal,unknown,,unmatched,skipped,
keithito,unknown,,unmatched,skipped,
keivalya,user,"Boston, MA",cached_github,ok,
kekmodel,unknown,,unmatched,skipped,
kenpath,unknown,,unmatched,skipped,
keras-io,unknown,,unmatched,skipped,
keremberke,unknown,,unmatched,skipped,
kernels-community,unknown,,unmatched,skipped,
kevinwang676,unknown,,unmatched,skipped,
kfdong,unknown,,unmatched,skipped,
kfkas,organization,"Seoul, South Korea",manual,manual,
kha-white,unknown,,unmatched,skipped,
khang119966,unknown,,unmatched,skipped,
khoirif,unknown,,unmatched,skipped,
kifai,unknown,,unmatched,skipped,
kingabzpro,user,Islamabad,cached_github,ok,
kishizaki-sci,unknown,,unmatched,skipped,
kk08,unknown,,unmatched,skipped,
kldzj,user,"Berlin, Germany",cached_github,ok,
klue,unknown,,unmatched,skipped,
kmack,unknown,,unmatched,skipped,
kmhf,unknown,,unmatched,skipped,
kneelesh48,unknown,,unmatched,skipped,
knifeayumu,unknown,,unmatched,skipped,
knkarthick,unknown,,unmatched,skipped,
knowledgator,unknown,,unmatched,skipped,
koboldcpp,unknown,,unmatched,skipped,
kohbanye,unknown,,unmatched,skipped,
koheiduck,unknown,,unmatched,skipped,
kontext-community,unknown,,unmatched,skipped,
kontur-ai,unknown,,unmatched,skipped,
kosbu,unknown,,unmatched,skipped,
kotoba-tech,unknown,,unmatched,skipped,
kpsss34,unknown,,unmatched,skipped,
kr-cen,unknown,,unmatched,skipped,
krea,unknown,,unmatched,skipped,
kredor,unknown,,unmatched,skipped,
kresnik,unknown,,unmatched,skipped,
krlvi,user,Stockholm,cached_github,ok,
kssteven,unknown,,unmatched,skipped,
ku-nlp,unknown,,unmatched,skipped,
kudzueye,unknown,,unmatched,skipped,
kuleshov-group,unknown,,unmatched,skipped,
kykim,unknown,,unmatched,skipped,
kyujinpy,unknown,,unmatched,skipped,
kyutai,organization,"Paris, France",manual,manual,
l-yohai,user,"Seoul, Republic of Korea",cached_github,ok,
l3cube-pune,unknown,,unmatched,skipped,
la-leaderboard,unknown,,unmatched,skipped,
labelmaker,unknown,,unmatched,skipped,
laboro-ai,unknown,,unmatched,skipped,
laion,organization,"Hamburg, Germany",manual,manual,
laituan245,unknown,,unmatched,skipped,
lakshyakh93,unknown,,unmatched,skipped,
lambda,unknown,,unmatched,skipped,
lamini,unknown,,unmatched,skipped,
langfeng01,unknown,,unmatched,skipped,
language-and-voice-lab,unknown,,unmatched,skipped,
lareaulab,unknown,,unmatched,skipped,
lastmileai,unknown,,unmatched,skipped,
latent-consistency,unknown,,unmatched,skipped,
latentcat,unknown,,unmatched,skipped,
lavita,unknown,,unmatched,skipped,
law-ai,unknown,,unmatched,skipped,
leafspark,unknown,,unmatched,skipped,
leejet,unknown,,unmatched,skipped,
legacy-datasets,unknown,,unmatched,skipped,
leggedrobotics,unknown,,unmatched,skipped,
legraphista,unknown,,unmatched,skipped,
leireher,unknown,,unmatched,skipped,
lelapa,unknown,,unmatched,skipped,
lemon07r,unknown,,unmatched,skipped,
lenML,unknown,,unmatched,skipped,
lengyue233,unknown,,unmatched,skipped,
leolee99,unknown,,unmatched,skipped,
leondz,user,Seattle · Copenhagen,cached_github,ok,
lerobot,organization,"New York, NY, USA",manual,manual,
levihsu,unknown,,unmatched,skipped,
lewington,unknown,,unmatched,skipped,
lex-hue,unknown,,unmatched,skipped,
lexa862,unknown,,unmatched,skipped,
lfcc,unknown,,unmatched,skipped,
lgris,unknown,,unmatched,skipped,
lhoestq,unknown,,unmatched,skipped,
li2017dailydialog,unknown,,unmatched,skipped,
liamdugan,user,"Philadelphia, PA",cached_github,ok,
liamstone707,unknown,,unmatched,skipped,
